FEATUREID,STRATNO,MAPSYMBOL,PLOTSYMBOL,NAME,DESCR,REPAGE_URI,YNGAGE_URI,LITHOLOGY,REPLITH_UR
GA_GUP2.5M_0000920,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000921,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000924,76553,D,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,UpperDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000922,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000923,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000925,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000926,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000927,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000928,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0000929,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000930,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000931,76530,EOc,EOs,Cambrian to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Cambrian,UpperOrdovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0000932,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0000933,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000934,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000936,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000935,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0000939,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000937,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0000938,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000940,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000941,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000942,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000944,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000945,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000943,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000946,76688,Pg,Pg,Permian granites,Mainly felsic intrusive rocks,Permian,Lopingian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000947,76688,Pg,Pg,Permian granites,Mainly felsic intrusive rocks,Permian,Lopingian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000948,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000949,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0000950,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000951,76568,-Ppsb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Statherian,igneous mafic volcanic,basalt
GA_GUP2.5M_0000952,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000953,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000954,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000955,76688,Pg,Pg,Permian granites,Mainly felsic intrusive rocks,Permian,Lopingian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000956,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000957,76581,-Pppf,Lf,Paleoproterozoic felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Paleoproterozoic,Orosirian,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0000958,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000959,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000960,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0000961,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000962,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000963,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000964,76688,Pg,Pg,Permian granites,Mainly felsic intrusive rocks,Permian,Lopingian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000966,76533,CPg,CPg,Carboniferous to Permian granites,Mainly felsic intrusive rocks,Carboniferous,Cisuralian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000965,76628,-Pmmd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Calymmian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000967,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000968,76530,EOc,EOs,Cambrian to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Cambrian,UpperOrdovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0000969,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000970,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000971,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000972,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0000973,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0000974,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000975,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0000977,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000978,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000976,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000979,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000980,76568,-Ppsb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Statherian,igneous mafic volcanic,basalt
GA_GUP2.5M_0000981,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000982,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000983,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000984,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000985,76628,-Pmmd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Calymmian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000986,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000989,76628,-Pmmd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Calymmian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000987,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000990,76530,EOc,EOs,Cambrian to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Cambrian,UpperOrdovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0000988,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0000991,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0000992,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000993,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0000994,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000996,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000997,76581,-Pppf,Lf,Paleoproterozoic felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Paleoproterozoic,Orosirian,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0000998,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000995,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000999,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001000,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001001,76593,-Pps,LMs,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001002,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001003,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001004,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001005,76553,D,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,UpperDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001006,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001007,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0001008,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001010,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001011,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001009,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001012,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001013,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001014,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001015,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001016,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001017,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001018,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001021,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001019,76547,DCc,DCs,Devonian to Carboniferous sedimentary rocks,Predominantly sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001022,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001023,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001020,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001024,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001025,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001026,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001027,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0001029,76647,-Pmd,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Mesoproterozoic,sedimentary,sedimentary_rock
GA_GUP2.5M_0001028,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001030,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001031,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001032,76586,-Ppkg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Orosirian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0001033,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001034,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001035,76626,-Pmdd,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Ectasian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0001036,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001037,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001038,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001040,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001041,76530,EOc,EOs,Cambrian to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Cambrian,UpperOrdovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0001039,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001042,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001043,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001044,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001045,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001046,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001047,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001048,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001049,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001050,76533,CPg,CPg,Carboniferous to Permian granites,Mainly felsic intrusive rocks,Carboniferous,Cisuralian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0001051,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001052,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001053,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001054,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001055,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001056,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001057,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001058,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001059,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001061,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001062,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001060,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001063,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001064,76547,DCc,DCs,Devonian to Carboniferous sedimentary rocks,Predominantly sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001065,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001066,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001067,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001068,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001069,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001070,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001071,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001072,76553,D,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,UpperDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001073,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
