FEATUREID,STRATNO,MAPSYMBOL,PLOTSYMBOL,NAME,DESCR,REPAGE_URI,YNGAGE_URI,LITHOLOGY,REPLITH_UR
GA_GUP2.5M_0000166,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000167,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000168,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0000171,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000169,76619,-Ppwv,Lv,Paleoproterozoic felsic to mafic volcanics,Predominantly a bimodal mixture of mafic and felsic volcanics,Paleoproterozoic,Orosirian,igneous mafic volcanic and igneous felsic volcanic,basalt
GA_GUP2.5M_0000170,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000172,76624,-Pppm,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Orosirian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000173,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000174,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000175,76624,-Pppm,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Orosirian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000176,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000177,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000178,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000179,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000180,76593,-Pps,LMs,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000181,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000182,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000183,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000184,76588,-Pprg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Orosirian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000185,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000186,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000187,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0000188,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000189,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000190,76593,-Pps,LMs,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000191,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000192,76588,-Pprg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Orosirian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000193,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000194,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000195,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000197,76624,-Pppm,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Orosirian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000196,76588,-Pprg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Orosirian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000198,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000199,76569,-Ppjb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Statherian,igneous mafic volcanic,basalt
GA_GUP2.5M_0000200,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000201,76586,-Ppkg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Orosirian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000202,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000203,76510,A4x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Neoarchean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000204,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000205,76533,CPg,CPg,Carboniferous to Permian granites,Mainly felsic intrusive rocks,Carboniferous,Cisuralian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000207,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000206,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000210,76569,-Ppjb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Statherian,igneous mafic volcanic,basalt
GA_GUP2.5M_0000208,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000209,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000211,76510,A4x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Neoarchean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000212,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000213,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000214,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000215,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000216,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000217,76510,A4x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Neoarchean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000218,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000219,76532,CPf,CP,Carboniferous to Permian felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Carboniferous,Cisuralian,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0000220,76588,-Pprg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Orosirian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000222,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000221,76533,CPg,CPg,Carboniferous to Permian granites,Mainly felsic intrusive rocks,Carboniferous,Cisuralian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000224,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000225,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000223,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000226,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000227,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000228,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000229,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000230,76624,-Pppm,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Orosirian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000231,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000233,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000234,76510,A4x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Neoarchean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000232,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000235,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000236,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000237,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000238,76577,-Pprd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Orosirian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000239,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000240,76581,-Pppf,Lf,Paleoproterozoic felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Paleoproterozoic,Orosirian,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0000241,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000242,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000243,76510,A4x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Neoarchean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000245,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000246,76624,-Pppm,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Orosirian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000244,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000247,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000248,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000249,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000250,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000251,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000252,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000253,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000254,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000255,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000256,76588,-Pprg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Orosirian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0000257,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000258,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000259,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000260,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000261,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000262,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000263,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000264,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000265,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000266,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0000267,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000268,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000269,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000270,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000271,76667,-PnuEm,NEy,Neoproterozoic to Cambrian amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Neoproterozoic,Cambrian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000272,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000273,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000274,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000275,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000276,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0000277,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0000278,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000279,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000280,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0000281,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000282,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000283,76624,-Pppm,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Orosirian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0000284,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000285,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0000286,76602,-Pppx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Orosirian,high grade metamorphic rock,metamorphic_rock
